,Artist,Url_spotify,Track,Album,Album_type,Uri,Danceability,Energy,Key,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms,Url_youtube,Title,Video Release Date,Channel,Views,Likes,Comments,Licensed,official_video,Stream
58,Daddy Yankee,https://open.spotify.com/artist/4VMYDCV2IEDYJArk749S6m,Con Calma,Con Calma,single,spotify:track:5w9c2J52mkdntKOmRLeM2m,0.737,0.86,8,-2.652,0.0593,0.11,1.94E-06,0.0574,0.656,93.989,193227,https://www.youtube.com/watch?v=DiItGE3eAyQ,Daddy Yankee & Snow - Con Calma (Video Oficial),24/9/20,Daddy Yankee,2626439287,13036596,384865,FALSE,TRUE,1170562263
59,Don Toliver,https://open.spotify.com/artist/4Gso3d4CscCijv0lmajZWs,Do It Right,Do It Right,single,spotify:track:4ZevD501qZiFK7FY8DFn0V,0.662,0.515,5,-6.867,0.199,0.458,0,0.163,0.386,69.808,174474,https://www.youtube.com/watch?v=no0RhhdJMlE,Don Toliver - Do It Right (Music Video),14/2/17,Don Toliver,8818478,127447,24904,TRUE,TRUE,15859788
60,Don Toliver,https://open.spotify.com/artist/4Gso3d4CscCijv0lmajZWs,Honest (feat. Don Toliver),Honest,single,spotify:track:2KdKh9vHbKW0tZLqtpxxI0,0.81,0.655,8,-6.779,0.0698,0.127,8.16E-05,0.105,0.809,150.002,193322,https://www.youtube.com/watch?v=n1khwOk5dN8,Justin Bieber - Honest ft. Don Toliver,25/8/18,JustinBieberVEVO,30608215,567407,30951,TRUE,TRUE,92010224
61,Camilo,https://open.spotify.com/artist/28gNT5KBp7IjEOQoevXf9N,KESI - Remix,KESI (Remix),single,spotify:track:0IqCoZ168iRc9LqfrYgpZy,0.871,0.815,4,-4.439,0.0477,0.127,6.18E-06,0.094,0.823,122.959,176575,https://www.youtube.com/watch?v=BFoEqgAhKeA,"Camilo, Shawn Mendes - KESI Remix (Video Oficial)",5/6/10,Laxy,20886,365,9,FALSE,FALSE,192312139
62,Camilo,https://open.spotify.com/artist/28gNT5KBp7IjEOQoevXf9N,Si Me Dices Que Sí,Si Me Dices Que Sí,single,spotify:track:56Ta1O7Jxxpjnc6cWdDKUo,0.578,0.634,8,-5.979,0.333,0.00473,0,0.132,0.216,183.89,211652,https://www.youtube.com/watch?v=ieodxKMYRf8,"Reik, Farruko, Camilo - Si Me Dices Que Sí",7/3/17,reikVEVO,129179970,897239,13226,TRUE,TRUE,290126900
63,Camilo,https://open.spotify.com/artist/28gNT5KBp7IjEOQoevXf9N,El Mismo Aire - con Pablo Alborán,El Mismo Aire (con Pablo Alborán),single,spotify:track:5EbtodsuLbxrFDH6j5avVS,0.483,0.492,0,-6.591,0.295,0.603,0,0.323,0.66,144.511,188213,https://www.youtube.com/watch?v=ZYDj7bys8jo,"Camilo, Pablo Alborán - El Mismo Aire (Official Video)",13/1/17,CamiloVEVO,174663952,1630182,32142,TRUE,TRUE,268237254
64,Camilo,https://open.spotify.com/artist/28gNT5KBp7IjEOQoevXf9N,Color Esperanza 2020,Color Esperanza 2020,single,spotify:track:3eSJmGWqoBRx5wbFCtvPtz,0.591,0.785,9,-7.768,0.161,0.161,0,0.126,0.785,106.002,217547,https://www.youtube.com/watch?v=GqOvxbFLwjY,Color Esperanza 2020 - Various Artists (Official Video),10/8/22,Latin Waves,24706293,557112,17598,FALSE,FALSE,89466323
65,Britney Spears,https://open.spotify.com/artist/26dSoYclwsYLMAKD3tpOr4,My Only Wish (This Year),My Only Wish (This Year),single,spotify:track:0YWUHZPJVg4iujddsJDwhM,0.669,0.843,0,-3.766,0.0268,0.169,0,0.195,0.702,147.08,255400,https://www.youtube.com/watch?v=VkGD-FpYoLA,Britney Spears - My Only Wish (This Year) (Music Video),6/4/19,scamparoo,1189091,7582,295,FALSE,FALSE,260444233
66,Farruko,https://open.spotify.com/artist/329e4yvIujISKGKz1BZZbO,Diles,Diles,single,spotify:track:6C1RD7YQVvt3YQj0CmuTeu,0.813,0.56,2,-5.904,0.0618,0.108,0,0.268,0.287,118.033,286041,https://www.youtube.com/watch?v=UWV41yEiGq0,"Diles - Bad Bunny, Ozuna, Farruko, Arcangel, Ñengo Flow",8/8/21,Hear This Music,986386304,3786939,81763,TRUE,TRUE,628424773
67,Farruko,https://open.spotify.com/artist/329e4yvIujISKGKz1BZZbO,Si Se Da - Remix,Si Se da Remix,single,spotify:track:6K5BsR04ijf3FHNzjbaagD,0.817,0.672,11,-5.612,0.299,0.441,0,0.13,0.774,93.999,332240,https://www.youtube.com/watch?v=CbEst0K063c,"Myke Towers, Farruko, Arcangel, Sech & Zion - Si Se Da Remix (Video Oficial)",5/6/18,Myke Towers,1202913849,3283909,54002,FALSE,TRUE,396374422
68,Farruko,https://open.spotify.com/artist/329e4yvIujISKGKz1BZZbO,Fantasias,Fantasias,single,spotify:track:6mAN61JH0dzyZpWslS11jy,0.879,0.703,1,-4.219,0.0701,0.143,0,0.0569,0.788,94.004,199711,https://www.youtube.com/watch?v=8jwbnGrX7-c,Rauw Alejandro ❌ Farruko - Fantasías (Video Oficial),14/3/20,Rauw Alejandro,567182812,2193036,30404,TRUE,TRUE,569523901
69,Farruko,https://open.spotify.com/artist/329e4yvIujISKGKz1BZZbO,Si Me Dices Que Sí,Si Me Dices Que Sí,single,spotify:track:56Ta1O7Jxxpjnc6cWdDKUo,0.578,0.634,8,-5.979,0.333,0.00473,0,0.132,0.216,183.89,211652,https://www.youtube.com/watch?v=ieodxKMYRf8,"Reik, Farruko, Camilo - Si Me Dices Que Sí",14/1/22,reikVEVO,129179970,897239,13226,TRUE,TRUE,290126900
70,Farruko,https://open.spotify.com/artist/329e4yvIujISKGKz1BZZbO,Color Esperanza 2020,Color Esperanza 2020,single,spotify:track:3eSJmGWqoBRx5wbFCtvPtz,0.591,0.785,9,-7.768,0.161,0.161,0,0.126,0.785,106.002,217547,https://www.youtube.com/watch?v=GqOvxbFLwjY,Color Esperanza 2020 - Various Artists (Official Video),19/8/20,Latin Waves,24706293,557112,17598,FALSE,FALSE,89466323
71,Wisin & Yandel,https://open.spotify.com/artist/1wZtkThiXbVNtj6hee6dz9,Mayor Que Usted,Mayor Que Usted,single,spotify:track:7d7aPD2oxuzjhOZnu4Dj23,0.625,0.839,6,-4.824,0.0927,0.00762,2.35E-05,0.464,0.771,184.08,233520,,,13/11/20,,,,,,,87208105
72,Wisin & Yandel,https://open.spotify.com/artist/1wZtkThiXbVNtj6hee6dz9,Si Te Pillo,Si Te Pillo,single,spotify:track:2CT2oLeINCEuTEBrkTLUgD,0.687,0.781,7,-4.657,0.0944,0.166,4.32E-06,0.255,0.655,180.1,219721,,,19/12/20,,,,,,,9342135
73,Wisin & Yandel,https://open.spotify.com/artist/1wZtkThiXbVNtj6hee6dz9,Si Supieras,Si Supieras,single,spotify:track:7MRU4vOkywuhZ9kbFiPuiu,0.691,0.894,9,-1.681,0.115,0.291,0,0.104,0.623,184.019,241880,,,19/9/21,,,,,,,255001593
74,Disney,https://open.spotify.com/artist/3xvaSlT4xsyk6lY1ESOspO,"All I Want - From ""High School Musical: The Musical: The Series""","All I Want (From ""High School Musical: The Musical: The Series"")",single,spotify:track:4Yxc55NX3tAXC2mHRAhtcW,0.376,0.43,0,-6.585,0.0328,0.0902,0,0.0912,0.129,77.599,177323,https://www.youtube.com/watch?v=HqrPJysnCWM,Olivia Rodrigo - All I Want (From HSMTMTS | Alternate Video | Disney+),27/12/17,DisneyMusicVEVO,20369344,462099,6079,TRUE,TRUE,528853212
75,Disney,https://open.spotify.com/artist/3xvaSlT4xsyk6lY1ESOspO,I'll Make a Man Out of You,Mulan (Original Soundtrack),compilation,spotify:track:28UMEtwyUUy5u0UWOVHwiI,0.672,0.322,7,-17.669,0.0339,0.144,2.96E-05,0.074,0.496,113.852,201680,https://www.youtube.com/watch?v=TVcLIfSC4OE,Mulan | I'll Make A Man Out Of You | Disney Sing-Along,5/8/22,Disney,154690126,807784,0,TRUE,TRUE,266083896
76,Disney,https://open.spotify.com/artist/3xvaSlT4xsyk6lY1ESOspO,If Only,Descendants (Original TV Movie Soundtrack),compilation,spotify:track:1mRBJdpIgc3jZH8C3cN2WV,0.477,0.6,7,-5.652,0.0324,0.271,0,0.112,0.29,152.062,229813,https://www.youtube.com/watch?v=JFYedt-KnB0,Dove Cameron - If Only (from Descendants) (Official Video),26/3/20,DisneyMusicVEVO,228093498,1681967,72180,TRUE,TRUE,121359658
77,Disney,https://open.spotify.com/artist/3xvaSlT4xsyk6lY1ESOspO,Zero To Hero,Hercules (Original Motion Picture Soundtrack),compilation,spotify:track:4zDfgax6Ihb0UWdour1ZEs,0.474,0.82,0,-7.699,0.243,0.493,0,0.0978,0.697,164.718,140573,https://www.youtube.com/watch?v=yOL-EJZjmp0,Hercules | Zero to Hero | Lyric Video | Disney Sing Along,9/8/19,Disney,43190273,179776,0,TRUE,TRUE,101142300
78,Disney,https://open.spotify.com/artist/3xvaSlT4xsyk6lY1ESOspO,I Won't Say (I'm In Love),Hercules (Original Motion Picture Soundtrack),compilation,spotify:track:0PKmDncVOiNQLO6D1P6PXi,0.684,0.481,0,-10.305,0.0391,0.228,0,0.157,0.48,121.208,140227,https://www.youtube.com/watch?v=DPMjsfJwUow,Hercules - I wont say im in love (english) HD Quality,13/3/20,vmville,1548721,23313,0,FALSE,FALSE,193227242
79,Disney,https://open.spotify.com/artist/3xvaSlT4xsyk6lY1ESOspO,Be Our Guest,Beauty And The Beast (Special Edition),compilation,spotify:track:2F8LPJgSVTJxukoParTyBD,0.435,0.391,2,-13.062,0.162,0.814,0,0.0885,0.583,73.531,224920,https://www.youtube.com/watch?v=afzmwAKUppU,Beauty and the Beast - Be Our Guest [High Quality],29/10/15,disneysongsnet,47339991,105691,0,FALSE,FALSE,117809204
80,Disney,https://open.spotify.com/artist/3xvaSlT4xsyk6lY1ESOspO,Gotta Go My Own Way,High School Musical 2 (Original Soundtrack),compilation,spotify:track:5rWIO1uP0GwAoU45RTBJ2F,0.555,0.692,9,-4.767,0.0277,0.0864,3.25E-05,0.232,0.313,88.995,222360,https://www.youtube.com/watch?v=pAzFRfzwT-g,"Zac Efron, Vanessa Hudgens - Gotta Go My Own Way (From ""High School Musical 2"")",11/1/20,DisneyMusicVEVO,31222205,322458,11634,TRUE,TRUE,147021007
81,Chris Brown,https://open.spotify.com/artist/7bXgB6jMjp9ATFy66eO08Z,Nostálgico,Nostálgico,single,spotify:track:2BEcap3xJtmiPaHKyfQi4e,0.734,0.846,9,-3.425,0.0489,0.166,1.74E-06,0.235,0.604,98.026,209884,https://www.youtube.com/watch?v=XYyU8Y_o9v4,"Rvssian, Rauw Alejandro & Chris Brown — Nostálgico (Official Video)",20/6/21,Rvssian,89848525,873194,15899,FALSE,TRUE,381634599
82,Chris Brown,https://open.spotify.com/artist/7bXgB6jMjp9ATFy66eO08Z,Forever,Forever,single,spotify:track:3NZJlJemX3mzjf56MqC5ML,0.672,0.82,11,-4.456,0.0459,0.0368,0.000188,0.184,0.438,120.005,278573,https://www.youtube.com/watch?v=5sMKX22BHeE,Chris Brown - Forever (Official HD Video),31/3/20,ChrisBrownVEVO,310110524,1069833,54530,TRUE,TRUE,349456576
83,Chris Brown,https://open.spotify.com/artist/7bXgB6jMjp9ATFy66eO08Z,Under The Influence (Body Language),Under The Influence,single,spotify:track:71mHO4fFmS2Xu5XxZbcRND,0.62,0.62,1,-6.322,0.0375,0.0388,0.000213,0.129,0.459,144.835,148751,https://www.youtube.com/watch?v=pfxyk1glEq4,Chris Brown - Under The Influence (Official Video),27/2/21,ChrisBrownVEVO,83793080,1357047,42849,TRUE,TRUE,36852704
84,Chris Brown,https://open.spotify.com/artist/7bXgB6jMjp9ATFy66eO08Z,Monalisa,Monalisa,single,spotify:track:3baPniPXS0iEII8rDUJdYP,0.828,0.726,10,-6.389,0.0419,0.106,0.00101,0.103,0.67,113.017,212976,https://www.youtube.com/watch?v=PhXu2kq7j-E,Monalisa (Remix)- Lojay ft Sarz & Chris Brown,18/2/18,O'niel Visuals,7338751,63534,1202,FALSE,FALSE,44683570
85,Tory Lanez,https://open.spotify.com/artist/2jku7tDXc6XoB6MO2hFuqg,"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix","WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) [Remix]",single,spotify:track:2MbdDtCv5LUVjYy9RuGTgC,0.904,0.723,11,-5.224,0.26,0.0631,0,0.185,0.835,145.013,227478,https://www.youtube.com/watch?v=HIwAI05Y1fU,"Jack Harlow - WHATS POPPIN feat. Dababy, Tory Lanez, & Lil Wayne [Official Video]",9/5/20,Jack Harlow,256025742,2437220,70659,TRUE,TRUE,638746688
86,Tory Lanez,https://open.spotify.com/artist/2jku7tDXc6XoB6MO2hFuqg,In For It,In For It,single,spotify:track:6ydWxkzjDktHsTzvWcaZ1i,0.383,0.531,5,-7.814,0.0741,0.0753,0.000102,0.108,0.0375,105.971,293307,https://www.youtube.com/watch?v=x_HEpW9v69A,Tory Lanez - Sorry 4 What ? // LV BELT (Official Video),24/6/20,Tory Lanez,1516174,29277,1631,TRUE,TRUE,76686049
87,Tory Lanez,https://open.spotify.com/artist/2jku7tDXc6XoB6MO2hFuqg,I LIKE,I LIKE,single,spotify:track:5uKHTLXNcftXtYfU7j9cQ6,0.744,0.448,4,-10.426,0.291,0.365,0,0.194,0.279,118.027,133521,https://www.youtube.com/watch?v=Gb-IlOT3r_Q,Tory Lanez - I LIKE [Official Music Video] FARGO FRIDAYS,27/6/18,Tory Lanez,1985424,53729,2503,TRUE,TRUE,17960938
88,A.R. Rahman,https://open.spotify.com/artist/1mYsTxnqsietFxj1OgoGbG,Mallipoo,Vendhu Thanindhathu Kaadu (Original Motion Picture Soundtrack),single,spotify:track:3i7qScF9Oyp31O9bAutJez,0.715,0.654,2,-7.266,0.336,0.196,0.000117,0.0667,0.762,175.589,245366,https://www.youtube.com/watch?v=MrzkoLKpgLU,Mallipoo Video Song | VTK | HDR | Silambarasan TR | Gautham Vasudev Menon |   @ARRahman | Vels,18/1/22,Think Music India,86199720,851792,11886,TRUE,TRUE,41725242
89,A.R. Rahman,https://open.spotify.com/artist/1mYsTxnqsietFxj1OgoGbG,"Ponni Nadhi (From ""Ponniyin Selvan Part -1"") - Tamil","Ponni Nadhi (From ""Ponniyin Selvan Part -1"") [Original Motion Picture Soundtrack]",single,spotify:track:1uJ2czshFLqimctgvsxfv2,0.687,0.637,10,-9.55,0.13,0.12,0,0.291,0.56,152,290526,https://www.youtube.com/watch?v=14nAMb8bYSk,Ponni Nadhi - Full Video | Ponniyin Selvan 1 | Tamil | AR Rahman | Mani Ratnam | Karthi,22/12/18,Tips Tamil,16992074,127548,2513,TRUE,TRUE,33410129
90,Shreya Ghoshal,https://open.spotify.com/artist/0oOet2f43PA68X5RxKobEy,Pal,Pal,single,spotify:track:5G7pZ8G8NFvS1MQ9H4L7dC,0.51,0.502,7,-7.016,0.0325,0.71,0,0.0708,0.321,133.885,247286,https://www.youtube.com/watch?v=v3TRtMH6er4,Pal - Female Version - Best Lyric Video|Shreya Ghoshal| Varun & Rhea|Javed Mohsin,31/3/21,SonyMusicIndiaVEVO,79273746,671799,17862,TRUE,TRUE,100903028
91,Shreya Ghoshal,https://open.spotify.com/artist/0oOet2f43PA68X5RxKobEy,Main Agar Kahoon,Soulful Sonu Nigam Specials,compilation,spotify:track:3WVHfTd7xz9VPYJQFpOp8j,0.533,0.436,5,-7.521,0.0276,0.234,3.17E-06,0.46,0.371,146.868,308158,https://www.youtube.com/watch?v=DAYszemgPxc,"LYRICAL: Main Agar Kahoon | Om Shanti Om | Shahrukh Khan,Deepika Padukone | Sonu Nigam,Shreya Ghosal",27/12/20,T-Series,131716526,1124402,20864,TRUE,TRUE,49993575
92,Shreya Ghoshal,https://open.spotify.com/artist/0oOet2f43PA68X5RxKobEy,Samjhawan,Samjhawan,single,spotify:track:0rk2X5TAhraBC5aCIXK2Rq,0.651,0.482,4,-8.666,0.0281,0.293,0,0.0811,0.517,106.993,269185,https://www.youtube.com/watch?v=gf9CyIMcTCg,Samjhawan | Shreya Ghoshal | MTVBeats,25/2/20,Shreya Ghoshal Fanpage,502800,15379,436,FALSE,FALSE,84959335
93,Green Day,https://open.spotify.com/artist/7oPftvlwr6VrsViSDV7fJY,Boulevard of Broken Dreams,Greatest Hits: God's Favorite Band,compilation,spotify:track:5GorCbAP4aL0EJ16frG2hd,0.496,0.682,8,-4.095,0.0294,0.00552,2.94E-05,0.0589,0.474,167.06,262333,https://www.youtube.com/watch?v=Soa3gO7tL-c,Green Day - Boulevard Of Broken Dreams [Official Music Video],9/4/20,Green Day,694614010,5750425,166526,TRUE,TRUE,551065028
94,Green Day,https://open.spotify.com/artist/7oPftvlwr6VrsViSDV7fJY,Holiday,Greatest Hits: God's Favorite Band,compilation,spotify:track:4VgEM12OeaN3GyBV487Me7,0.552,0.89,8,-3.409,0.0342,0.000143,0,0.888,0.716,146.525,232680,https://www.youtube.com/watch?v=A1OqtIqzScI,Green Day - Holiday [Official Music Video],31/10/15,Green Day,118437958,851013,22129,TRUE,TRUE,215950182
95,Aerosmith,https://open.spotify.com/artist/7Ey4PD4MYsKc5I2dolUwbH,"I Don't Want To Miss A Thing - From ""Armageddon"" Soundtrack",I Don't Want To Miss A Thing EP,single,spotify:track:5qlJg0Wbj3sslxfwiaRNpq,0.39,0.649,2,-5.163,0.0345,0.172,0,0.216,0.144,121.161,299723,https://www.youtube.com/watch?v=JkK8g6FMEXE,Aerosmith - I Don't Want to Miss a Thing (Official HD Video),9/3/16,AerosmithVEVO,541140942,3105744,73217,TRUE,TRUE,806239803
96,Aerosmith,https://open.spotify.com/artist/7Ey4PD4MYsKc5I2dolUwbH,Janie's Got A Gun,Big Ones,compilation,spotify:track:5fMwvrqujbQjUxcNPcYrUF,0.633,0.823,5,-5.792,0.0287,0.0516,0.000496,0.188,0.444,115.107,330533,https://www.youtube.com/watch?v=RqQn2ADZE1A,Aerosmith - Janie's Got A Gun,19/8/15,AerosmithVEVO,66608918,246673,9882,TRUE,TRUE,75160311
97,Hans Zimmer,https://open.spotify.com/artist/0YC192cP3KPCRWx8zr8MfZ,"This Land - From ""The Lion King""/Score",The Lion King,compilation,spotify:track:6EKywtYHtZLAvxyEcqrbE7,0.145,0.174,7,-19.155,0.0396,0.516,0.633,0.0784,0.132,100.089,175400,https://www.youtube.com/watch?v=TGDXTZFleHQ,Hans Zimmer - Lion King - This Land,18/4/15,xMOPEx,1460405,12277,537,FALSE,FALSE,58570028
98,blink-182,https://open.spotify.com/artist/6FBDaR13swtiWwGhX1WQsP,EDGING,EDGING,single,spotify:track:2wVWGFVkL5I3JGsoWBx2AZ,0.606,0.905,5,-3.117,0.0518,0.0044,0,0.151,0.706,143.952,151533,https://www.youtube.com/watch?v=7MI3buZedOw,blink-182 - EDGING (Official Video),18/3/15,blink182VEVO,13377823,308826,23907,TRUE,TRUE,23876669
99,Bon Jovi,https://open.spotify.com/artist/58lV9VcRSjABbAbfWS6skp,Always,Cross Road,compilation,spotify:track:2RChe0r2cMoyOvuKobZy44,0.383,0.659,4,-5.558,0.0312,0.117,0,0.0778,0.327,140.795,353027,https://www.youtube.com/watch?v=9BMwcO6_hyA,Bon Jovi - Always (Official Music Video),1/12/21,BonJoviVEVO,906667845,3364863,84798,TRUE,TRUE,399920066
100,Dr. Dre,https://open.spotify.com/artist/6DPYiyq5kWVQS4RGwxzPC7,I Need A Doctor,I Need A Doctor,single,spotify:track:70ATm56tH7OrQ1zurYssz0,0.594,0.946,3,-4.521,0.452,0.0869,0,0.306,0.397,155.826,283733,https://www.youtube.com/watch?v=VA770wpLX-Q,"Dr. Dre - I Need A Doctor (Explicit) ft. Eminem, Skylar Grey",14/1/22,DrDreVEVO,482937774,2958284,240010,TRUE,TRUE,283879765
101,Dr. Dre,https://open.spotify.com/artist/6DPYiyq5kWVQS4RGwxzPC7,Keep Their Heads Ringin',Friday (Original Motion Picture Soundtrack),compilation,spotify:track:7jIujRjK5JKNrMCcAvYUTN,0.672,0.777,9,-4.238,0.0956,0.0379,0.00141,0.159,0.238,90.575,305573,https://www.youtube.com/watch?v=Gg5KfL-4asE,Dr. Dre - Keep Their Heads Ringin' (Official Video) [Explicit],28/5/20,UPROXX Video,7735120,84144,2156,FALSE,FALSE,122828295
102,Dr. Dre,https://open.spotify.com/artist/6DPYiyq5kWVQS4RGwxzPC7,Gospel (with Eminem),Gospel (with Eminem),single,spotify:track:3a2jFwnts4Cf0OwJbK61SL,0.919,0.869,1,-4.441,0.232,0.103,1.20E-05,0.166,0.655,117.03,210027,https://www.youtube.com/watch?v=f2x3q17LeGo,"Dr. Dre, Eminem - Gospel (Official Video) GTA ONLINE Soundtrack",16/10/18,The Good Life,34499,649,31,FALSE,FALSE,54127300
103,Dr. Dre,https://open.spotify.com/artist/6DPYiyq5kWVQS4RGwxzPC7,Kush - Main,Kush,single,spotify:track:1U8Ho1nOzKXYDvfigOuHG4,0.444,0.866,7,-6.217,0.111,0.000622,4.72E-05,0.105,0.375,94.968,235120,https://www.youtube.com/watch?v=BuJDaOVz2qY,"Dr. Dre - Kush ft. Snoop Dogg, Akon",16/3/16,DrDreVEVO,194414043,968198,61187,TRUE,TRUE,118973790
104,U2,https://open.spotify.com/artist/51Blml2LZPmy7TTiAg47vQ,Pride (In The Name Of Love) - Songs Of Surrender,Pride (In The Name Of Love) [Songs Of Surrender],single,spotify:track:6CKAooQEn3KvEqJjTqCeMI,0.551,0.378,4,-8.398,0.0248,0.223,0.038,0.176,0.242,106.004,237743,https://www.youtube.com/watch?v=thmcVMobt0s,U2 - Pride (In The Name Of Love) (Songs Of Surrender / Lyric Video),10/7/17,U2VEVO,280321,7373,1041,TRUE,TRUE,1646179
105,Nate Dogg,https://open.spotify.com/artist/1Oa0bMld0A3u5OTYfMzp5h,Party We Will Throw Now!,Party We Will Throw Now! - Single,single,spotify:track:0KbIwqCAHmXWu7hrszXY6j,0.934,0.562,4,-4.609,0.24,0.0476,1.31E-06,0.0608,0.712,96.792,209413,https://www.youtube.com/watch?v=mpPDFDSa9Vg,"Warren G ""Party We Will Throw Now"" Ft. Nate Dogg & The Game | Official Music Video",12/10/21,Dash Radio,37353144,314682,4339,FALSE,FALSE,97613307
106,Nate Dogg,https://open.spotify.com/artist/1Oa0bMld0A3u5OTYfMzp5h,Shake That (Remix),Eminem Presents The Re-Up,compilation,spotify:track:404RYQiYJ2uq2ElfZ5CToK,0.945,0.701,8,-3.749,0.158,0.0872,3.32E-06,0.147,0.617,107.036,179560,https://www.youtube.com/watch?v=WrjwGPb0Hvw,Eminem - Shake That (Official Music Video) ft. Nate Dogg,20/10/13,EminemVEVO,164632766,1354860,33743,TRUE,TRUE,32805017
107,Nate Dogg,https://open.spotify.com/artist/1Oa0bMld0A3u5OTYfMzp5h,I Got Love (feat. Nate Dogg),I Got Love (feat. Nate Dogg),single,spotify:track:6ewNVQqN4Heqy3v3bytuiu,0.849,0.955,1,-1.862,0.153,0.286,0.000862,0.0604,0.545,122.984,159024,https://www.youtube.com/watch?v=MRwHd3PWgyo,Nate Dogg - I Got Love (Official Video) [Explicit],18/3/18,UPROXX Video,8077133,111121,1509,TRUE,TRUE,34975020
108,Maná,https://open.spotify.com/artist/7okwEbXzyT2VffBmyQBWLz,Te Lloré Un Río,Te Lloré Un Río,single,spotify:track:6uYtv0KmSNBGFfaY7yW8tY,0.84,0.638,1,-7.003,0.0324,0.278,0.000146,0.173,0.807,118.005,230811,https://www.youtube.com/watch?v=z4HvWIJp62U,Maná - Te Lloré Un Río (Video Oficial),16/10/18,OficialMana,224903903,499022,14747,TRUE,TRUE,51378138
109,Maná,https://open.spotify.com/artist/7okwEbXzyT2VffBmyQBWLz,Mariposa Traicionera,Mariposa Traicionera,single,spotify:track:5YPyuMfaK6GjdFfRaryJak,0.622,0.647,4,-6.913,0.0352,0.524,4.82E-05,0.0872,0.815,206.037,243307,https://www.youtube.com/watch?v=av3wkasS-WQ,Maná - Mariposa Traicionera (Video Oficial),15/5/22,OficialMana,354928492,984598,23092,TRUE,TRUE,48090397
110,Maná,https://open.spotify.com/artist/7okwEbXzyT2VffBmyQBWLz,Eres Mi Religión,Eres Mi Religión,single,spotify:track:2A1izwuHiZjoxyH6y6W0U4,0.626,0.602,4,-8.234,0.0326,0.455,2.41E-06,0.0971,0.408,92.055,267837,https://www.youtube.com/watch?v=mrhcucasAlw,Maná - Eres Mi Religión (Video Oficial),12/6/22,OficialMana,221396170,497537,13463,TRUE,TRUE,50227846
111,Bee Gees,https://open.spotify.com/artist/1LZEQNv7sE11VDY3SdxQeN,Stayin' Alive,Staying Alive (Original Motion Picture Soundtrack),compilation,spotify:track:4UDmDIqJIbrW0hMBQMFOsM,0.707,0.535,10,-19.793,0.0436,0.113,0.00615,0.0884,0.641,103.644,92867,https://www.youtube.com/watch?v=fNFzfwLM72c,Bee Gees - Stayin' Alive (Official Music Video),20/10/16,BeeGeesVEVO,281066254,2720170,71642,TRUE,TRUE,134009247
112,Bee Gees,https://open.spotify.com/artist/1LZEQNv7sE11VDY3SdxQeN,More Than A Woman - SG's Paradise Edit,More Than A Woman (SG's Paradise Edit),single,spotify:track:0L3XCv9i9IHs8cJEVhsJ3J,0.679,0.762,10,-4.253,0.0316,0.00469,0.23,0.0446,0.511,105.407,357936,https://www.youtube.com/watch?v=4OQXypvaG_s,More Than A Woman (SG's Paradise Edit),23/12/15,Bee Gees - Topic,2983334,44533,20,TRUE,TRUE,44849235
113,The Notorious B.I.G.,https://open.spotify.com/artist/5me0Irg2ANcsgc93uaYrpb,Party And Bullshit,Whos The Man ? Soundtrack,compilation,spotify:track:5mqPg2dyqb1gBNyg9ycGcT,0.672,0.704,1,-10.066,0.312,0.173,0,0.139,0.811,99.232,219707,https://www.youtube.com/watch?v=QA4DG804VuI,Notorious B.I.G (Biggie Smalls) Party And Bullshit (Original Video 1993),21/11/21,GbradZ,6831520,51127,2578,FALSE,FALSE,77061994
114,Alejandro Sanz,https://open.spotify.com/artist/5sUrlPAHlS9NEirDB8SEbF,El Ultimo Adiós - Varios Artistas Version,El Ultimo Adiós,single,spotify:track:0tzixmHNQfE6S6SirSToxW,0.276,0.572,1,-7.818,0.0377,0.641,0,0.2,0.285,77.986,237467,https://www.youtube.com/watch?v=zxG1Yj1Si58,Varios Artistas Latinos - EL Ultimo Adios,19/1/22,Catheleya R,764831,5730,472,FALSE,FALSE,169769959
115,Alejandro Sanz,https://open.spotify.com/artist/5sUrlPAHlS9NEirDB8SEbF,Deja Que Te Bese,Deja Que Te Bese,single,spotify:track:1uwPEGzopXl9KawQR1JGXq,0.707,0.908,1,-2.903,0.0582,0.134,0,0.111,0.546,104.888,244353,https://www.youtube.com/watch?v=jucBuAzuZ0E,Alejandro Sanz - Deja Que Te Bese ft. Marc Anthony (Official Video),17/2/20,AlejandroSanzVEVO,181778115,551840,11271,TRUE,TRUE,200161100
